Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,Duration_Minutes,Journey_Day,Journey_Month,Journey_Weekday,Dep_Hour
Air India,2019-06-06,Delhi,Cochin,DEL → HYD → MAA → COK,07:05,09:25 07 Jun,26h 20m,2,No info,11447,1580,6,6,Thursday,7
Jet Airways,2019-03-03,Delhi,Cochin,DEL → IDR → BOM → COK,05:25,04:25 04 Mar,23h,2,No info,18799,1380,3,3,Sunday,5
IndiGo,2019-03-09,Kolkata,Banglore,CCU → BLR,15:10,17:45,2h 35m,0,No info,4462,155,9,3,Saturday,15
Jet Airways,2019-05-12,Kolkata,Banglore,CCU → DEL → BLR,20:25,19:10 13 May,22h 45m,1,No info,13067,1365,12,5,Sunday,20
Jet Airways,2019-04-01,Kolkata,Banglore,CCU → BOM → BLR,18:55,19:50 02 Apr,24h 55m,1,No info,12681,1495,1,4,Monday,18
Vistara,2019-06-03,Chennai,Kolkata,MAA → CCU,07:05,09:20,2h 15m,0,No info,3687,135,3,6,Monday,7
IndiGo,2019-03-27,Delhi,Cochin,DEL → BOM → COK,17:30,01:35 28 Mar,8h 5m,1,No info,6628,485,27,3,Wednesday,17
Air India,2019-03-09,Delhi,Cochin,DEL → BOM → COK,21:40,07:40 10 Mar,10h,1,No info,13832,600,9,3,Saturday,21
Air India,2019-05-12,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,11:10 13 May,23h 10m,2,No info,10676,1390,12,5,Sunday,12
Jet Airways,2019-06-03,Delhi,Cochin,DEL → BOM → COK,22:50,04:25 04 Jun,5h 35m,1,No info,14714,335,3,6,Monday,22
Jet Airways,2019-06-12,Delhi,Cochin,DEL → BOM → COK,19:45,19:00 13 Jun,23h 15m,1,In-flight meal not included,10262,1395,12,6,Wednesday,19
IndiGo,2019-05-21,Mumbai,Hyderabad,BOM → HYD,19:05,20:35,1h 30m,0,No info,2754,90,21,5,Tuesday,19
Air Asia,2019-03-24,Kolkata,Banglore,CCU → DEL → BLR,07:35,22:55,15h 20m,1,No info,6785,920,24,3,Sunday,7
Multiple carriers,2019-05-21,Delhi,Cochin,DEL → BOM → COK,16:00,01:30 22 May,9h 30m,1,No info,14067,570,21,5,Tuesday,16
Jet Airways,2019-05-21,Delhi,Cochin,DEL → ATQ → BOM → COK,20:00,04:25 22 May,8h 25m,2,In-flight meal not included,15318,505,21,5,Tuesday,20
Jet Airways,2019-03-09,Delhi,Cochin,DEL → BOM → COK,18:15,04:25 10 Mar,10h 10m,1,In-flight meal not included,14053,610,9,3,Saturday,18
Jet Airways,2019-06-27,Mumbai,Hyderabad,BOM → HYD,07:05,08:30,1h 25m,0,No info,8040,85,27,6,Thursday,7
Air India,2019-06-06,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,08:55 07 Jun,27h 5m,2,No info,12723,1625,6,6,Thursday,5
Jet Airways,2019-06-27,Delhi,Cochin,DEL → BOM → COK,14:00,12:35 28 Jun,22h 35m,1,In-flight meal not included,10262,1355,27,6,Thursday,14
Air Asia,2019-03-27,Delhi,Cochin,DEL → BLR → COK,16:45,07:10 28 Mar,14h 25m,1,No info,6151,865,27,3,Wednesday,16
SpiceJet,2019-06-03,Delhi,Cochin,DEL → BLR → COK,17:55,22:50,4h 55m,1,No info,5409,295,3,6,Monday,17
Vistara,2019-05-21,Kolkata,Banglore,CCU → DEL → BLR,20:20,20:20 22 May,24h,1,No info,9345,1440,21,5,Tuesday,20
Air India,2019-06-15,Delhi,Cochin,DEL → JDH → BOM → COK,12:55,19:15 16 Jun,30h 20m,2,No info,12646,1820,15,6,Saturday,12
IndiGo,2019-03-06,Mumbai,Hyderabad,BOM → HYD,16:55,18:25,1h 30m,0,No info,4784,90,6,3,Wednesday,16
Jet Airways,2019-03-27,Delhi,Cochin,DEL → BOM → COK,21:50,04:25 28 Mar,6h 35m,1,No info,12242,395,27,3,Wednesday,21
Air Asia,2019-06-09,Kolkata,Banglore,CCU → DEL → BLR,22:40,10:40 10 Jun,12h,1,No info,11323,720,9,6,Sunday,22
Air Asia,2019-04-18,Kolkata,Banglore,CCU → BLR,19:55,22:25,2h 30m,0,No info,4409,150,18,4,Thursday,19
Jet Airways,2019-03-06,Banglore,New Delhi,BLR → BOM → DEL,08:55,21:20,12h 25m,1,No info,16736,745,6,3,Wednesday,8
Air India,2019-05-27,Mumbai,Hyderabad,BOM → HYD,19:30,20:45,1h 15m,0,No info,3100,75,27,5,Monday,19
IndiGo,2019-06-12,Kolkata,Banglore,CCU → BLR,14:25,16:55,2h 30m,0,No info,4804,150,12,6,Wednesday,14
Vistara,2019-05-24,Kolkata,Banglore,CCU → DEL → BLR,07:10,20:20,13h 10m,1,No info,9555,790,24,5,Friday,7
Jet Airways,2019-06-27,Delhi,Cochin,DEL → BOM → COK,15:00,12:35 28 Jun,21h 35m,1,In-flight meal not included,10262,1295,27,6,Thursday,15
Air Asia,2019-03-24,Kolkata,Banglore,CCU → BLR,19:35,22:05,2h 30m,0,No info,5964,150,24,3,Sunday,19
IndiGo,2019-06-12,Delhi,Cochin,DEL → BLR → COK,02:00,07:45,5h 45m,1,No info,6386,345,12,6,Wednesday,2
Air India,2019-04-09,Delhi,Cochin,DEL → BOM → COK,08:00,19:15,11h 15m,1,No info,6377,675,9,4,Tuesday,8
SpiceJet,2019-03-18,Chennai,Kolkata,MAA → CCU,08:20,10:35,2h 15m,0,No check-in baggage included,3807,135,18,3,Monday,8
Multiple carriers,2019-06-03,Delhi,Cochin,DEL → BOM → COK,16:00,01:30 04 Jun,9h 30m,1,No info,13377,570,3,6,Monday,16
SpiceJet,2019-04-12,Kolkata,Banglore,CCU → BLR,09:00,11:25,2h 25m,0,No check-in baggage included,3841,145,12,4,Friday,9
Air India,2019-06-06,Kolkata,Banglore,CCU → MAA → BLR,14:35,14:35 07 Jun,24h,1,No info,6528,1440,6,6,Thursday,14
Air India,2019-05-24,Mumbai,Hyderabad,BOM → HYD,06:20,07:40,1h 20m,0,No info,3100,80,24,5,Friday,6
Vistara,2019-06-24,Chennai,Kolkata,MAA → CCU,07:45,10:00,2h 15m,0,No info,3687,135,24,6,Monday,7
Jet Airways,2019-03-06,Banglore,New Delhi,BLR → BOM → DEL,08:00,05:05 07 Mar,21h 5m,1,No info,14815,1265,6,3,Wednesday,8
IndiGo,2019-06-12,Banglore,Delhi,BLR → DEL,04:00,06:50,2h 50m,0,No info,3943,170,12,6,Wednesday,4
Jet Airways,2019-06-12,Delhi,Cochin,DEL → BOM → COK,20:55,04:25 13 Jun,7h 30m,1,No info,14714,450,12,6,Wednesday,20
SpiceJet,2019-04-24,Kolkata,Banglore,CCU → MAA → BLR,15:05,20:20,5h 15m,1,No info,4859,315,24,4,Wednesday,15
Jet Airways,2019-05-18,Kolkata,Banglore,CCU → BOM → BLR,14:05,22:35,8h 30m,1,In-flight meal not included,10844,510,18,5,Saturday,14
IndiGo,2019-03-18,Banglore,New Delhi,BLR → HYD → DEL,12:10,17:05,4h 55m,1,No info,4410,295,18,3,Monday,12
IndiGo,2019-05-21,Mumbai,Hyderabad,BOM → HYD,02:35,04:05,1h 30m,0,No info,2754,90,21,5,Tuesday,2
Jet Airways,2019-04-06,Banglore,Delhi,BLR → DEL,19:50,22:50,3h,0,No info,7229,180,6,4,Saturday,19
IndiGo,2019-03-09,Banglore,New Delhi,BLR → DEL,23:30,02:20 10 Mar,2h 50m,0,No info,5694,170,9,3,Saturday,23
Multiple carriers,2019-05-09,Delhi,Cochin,DEL → BOM → COK,17:00,01:30 10 May,8h 30m,1,No info,9424,510,9,5,Thursday,17
Jet Airways,2019-06-15,Delhi,Cochin,DEL → BOM → COK,19:45,19:00 16 Jun,23h 15m,1,In-flight meal not included,10262,1395,15,6,Saturday,19
Air India,2019-06-09,Delhi,Cochin,DEL → HYD → BOM → COK,17:15,07:40 10 Jun,14h 25m,2,No info,12199,865,9,6,Sunday,17
Vistara,2019-05-06,Banglore,Delhi,BLR → DEL,11:30,14:20,2h 50m,0,No info,4668,170,6,5,Monday,11
Jet Airways,2019-03-21,Banglore,New Delhi,BLR → BOM → DEL,05:45,00:45 19 Mar,19h,1,In-flight meal not included,7832,1140,21,3,Thursday,5
SpiceJet,2019-03-21,Banglore,New Delhi,BLR → DEL,09:35,12:30,2h 55m,0,No info,4945,175,21,3,Thursday,9
Air India,2019-03-03,Banglore,New Delhi,BLR → CCU → GAU → DEL,05:50,22:10 07 Mar,40h 20m,2,No info,11791,2420,3,3,Sunday,5
SpiceJet,2019-04-12,Kolkata,Banglore,CCU → BLR,06:55,09:30,2h 35m,0,No check-in baggage included,3841,155,12,4,Friday,6
GoAir,2019-04-03,Banglore,Delhi,BLR → DEL,20:55,23:40,2h 45m,0,No info,4239,165,3,4,Wednesday,20
Jet Airways,2019-03-06,Banglore,New Delhi,BLR → BOM → DEL,14:05,00:45 07 Mar,10h 40m,1,No info,14815,640,6,3,Wednesday,14
Jet Airways,2019-06-09,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,19:00,9h 20m,2,No info,13014,560,9,6,Sunday,9
Multiple carriers,2019-06-09,Delhi,Cochin,DEL → BOM → COK,10:20,19:00,8h 40m,1,No info,11789,520,9,6,Sunday,10
Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,19:45,04:45 25 Mar,9h,1,In-flight meal not included,10031,540,24,3,Sunday,19
Air India,2019-05-15,Kolkata,Banglore,CCU → BOM → HBX → BLR,09:25,17:20 16 May,31h 55m,2,No info,13616,1915,15,5,Wednesday,9
Multiple carriers,2019-03-21,Delhi,Cochin,DEL → BOM → COK,19:00,01:35 22 Mar,6h 35m,1,No info,6838,395,21,3,Thursday,19
Jet Airways,2019-05-24,Banglore,Delhi,BLR → DEL,17:45,20:45,3h,0,No info,7229,180,24,5,Friday,17
IndiGo,2019-04-12,Banglore,Delhi,BLR → DEL,06:05,08:50,2h 45m,0,No info,4990,165,12,4,Friday,6
GoAir,2019-05-27,Delhi,Cochin,DEL → BOM → COK,07:00,12:55,5h 55m,1,No info,5752,355,27,5,Monday,7
Multiple carriers,2019-05-09,Delhi,Cochin,DEL → IDR → BOM → COK,15:05,01:30 10 May,10h 25m,2,No info,18191,625,9,5,Thursday,15
Jet Airways,2019-06-12,Kolkata,Banglore,CCU → DEL → BLR,20:25,09:45 13 Jun,13h 20m,1,In-flight meal not included,10539,800,12,6,Wednesday,20
Air Asia,2019-03-09,Delhi,Cochin,DEL → BLR → COK,16:45,07:10 10 Mar,14h 25m,1,No info,8327,865,9,3,Saturday,16
Jet Airways,2019-05-24,Kolkata,Banglore,CCU → BOM → BLR,14:05,22:35,8h 30m,1,In-flight meal not included,10844,510,24,5,Friday,14
SpiceJet,2019-06-12,Kolkata,Banglore,CCU → BLR,22:20,00:40 13 Jun,2h 20m,0,No info,3873,140,12,6,Wednesday,22
Jet Airways,2019-03-18,Banglore,New Delhi,BLR → BOM → DEL,21:25,10:25 16 Mar,13h,1,No info,13555,780,18,3,Monday,21
Jet Airways,2019-05-24,Kolkata,Banglore,CCU → BOM → BLR,20:00,18:15 25 May,22h 15m,1,In-flight meal not included,10844,1335,24,5,Friday,20
Vistara,2019-04-01,Banglore,Delhi,BLR → DEL,21:00,23:50,2h 50m,0,No info,5403,170,1,4,Monday,21
Air India,2019-05-21,Kolkata,Banglore,CCU → BLR,20:45,23:20,2h 35m,0,No info,4145,155,21,5,Tuesday,20
Jet Airways,2019-06-09,Delhi,Cochin,DEL → BOM → COK,19:15,19:00 10 Jun,23h 45m,1,In-flight meal not included,10577,1425,9,6,Sunday,19
Air India,2019-05-09,Delhi,Cochin,DEL → HYD → MAA → COK,09:45,09:25 10 May,23h 40m,2,No info,9925,1420,9,5,Thursday,9
IndiGo,2019-06-15,Mumbai,Hyderabad,BOM → HYD,19:05,20:35,1h 30m,0,No info,2754,90,15,6,Saturday,19
Air India,2019-05-09,Kolkata,Banglore,CCU → GAU → BLR,16:45,21:05 10 May,28h 20m,1,No info,7662,1700,9,5,Thursday,16
Jet Airways,2019-03-12,Mumbai,Hyderabad,BOM → DEL → HYD,03:00,16:35,13h 35m,1,No info,22294,815,12,3,Tuesday,3
IndiGo,2019-03-15,Banglore,New Delhi,BLR → DEL,13:00,15:50,2h 50m,0,No info,6144,170,15,3,Friday,13
Multiple carriers,2019-03-27,Delhi,Cochin,DEL → BOM → COK,13:00,01:35 28 Mar,12h 35m,1,No info,12327,755,27,3,Wednesday,13
SpiceJet,2019-03-18,Mumbai,Hyderabad,BOM → HYD,13:10,14:30,1h 20m,0,No info,2437,80,18,3,Monday,13
SpiceJet,2019-06-12,Mumbai,Hyderabad,BOM → HYD,05:45,07:15,1h 30m,0,No info,2753,90,12,6,Wednesday,5
Jet Airways,2019-05-21,Kolkata,Banglore,CCU → DEL → BLR,09:35,23:35,14h,1,No info,14151,840,21,5,Tuesday,9
Vistara,2019-06-21,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,0,No info,11982,140,21,6,Friday,17
IndiGo,2019-03-03,Delhi,Cochin,DEL → HYD → MAA → COK,11:55,21:20,9h 25m,2,No info,9413,565,3,3,Sunday,11
Air India,2019-05-15,Delhi,Cochin,DEL → HYD → BOM → COK,17:15,19:15 16 May,26h,2,No info,13022,1560,15,5,Wednesday,17
GoAir,2019-06-09,Kolkata,Banglore,CCU → HYD → BLR,06:40,14:35,7h 55m,1,No info,3673,475,9,6,Sunday,6
Jet Airways,2019-03-06,Delhi,Cochin,DEL → BOM → COK,22:20,04:25 07 Mar,6h 5m,1,No info,15764,365,6,3,Wednesday,22
Jet Airways,2019-06-24,Delhi,Cochin,DEL → IDR → BOM → COK,21:25,12:35 25 Jun,15h 10m,2,No info,12609,910,24,6,Monday,21
Vistara,2019-04-06,Banglore,Delhi,BLR → DEL,09:45,12:35,2h 50m,0,No info,5613,170,6,4,Saturday,9
Multiple carriers,2019-03-21,Delhi,Cochin,DEL → BOM → COK,04:45,19:15,14h 30m,1,No info,6630,870,21,3,Thursday,4
Jet Airways,2019-06-27,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,1h 30m,0,No info,5678,90,27,6,Thursday,19
Jet Airways,2019-03-21,Banglore,New Delhi,BLR → BOM → DEL,22:50,07:40 19 Mar,8h 50m,1,In-flight meal not included,7045,530,21,3,Thursday,22
IndiGo,2019-03-09,Kolkata,Banglore,CCU → BLR,14:20,16:55,2h 35m,0,No info,4148,155,9,3,Saturday,14
Air India,2019-03-03,Banglore,New Delhi,BLR → VGA → DEL,10:30,22:55,12h 25m,1,No info,11003,745,3,3,Sunday,10
Air India,2019-05-18,Delhi,Cochin,DEL → MAA → COK,06:05,09:25 19 May,27h 20m,1,No info,7480,1640,18,5,Saturday,6
IndiGo,2019-05-12,Kolkata,Banglore,CCU → BLR,22:15,00:50 13 May,2h 35m,0,No info,4804,155,12,5,Sunday,22
Jet Airways,2019-05-12,Mumbai,Hyderabad,BOM → HYD,02:55,04:20,1h 25m,0,In-flight meal not included,4050,85,12,5,Sunday,2
Air India,2019-06-27,Banglore,Delhi,BLR → DEL,10:00,12:45,2h 45m,0,No info,6961,165,27,6,Thursday,10
Jet Airways,2019-06-03,Delhi,Cochin,DEL → BOM → COK,16:00,19:00 04 Jun,27h,1,In-flight meal not included,10262,1620,3,6,Monday,16
Air Asia,2019-06-12,Banglore,Delhi,BLR → DEL,23:55,02:45 13 Jun,2h 50m,0,No info,3383,170,12,6,Wednesday,23
Air India,2019-03-09,Delhi,Cochin,DEL → BLR → COK,20:30,23:00 10 Mar,26h 30m,1,No info,8119,1590,9,3,Saturday,20
Jet Airways,2019-06-06,Delhi,Cochin,DEL → BOM → COK,02:15,19:00,16h 45m,1,No info,14714,1005,6,6,Thursday,2
Multiple carriers,2019-06-03,Delhi,Cochin,DEL → BOM → COK,06:00,19:00,13h,1,No info,13259,780,3,6,Monday,6
GoAir,2019-03-03,Banglore,New Delhi,BLR → DEL,07:45,10:40,2h 55m,0,No info,7222,175,3,3,Sunday,7
Air Asia,2019-05-09,Delhi,Cochin,DEL → BLR → COK,16:45,07:10 10 May,14h 25m,1,No info,7353,865,9,5,Thursday,16
Jet Airways,2019-05-24,Kolkata,Banglore,CCU → BOM → BLR,21:10,08:15 25 May,11h 5m,1,No info,14178,665,24,5,Friday,21
Air India,2019-05-12,Mumbai,Hyderabad,BOM → HYD,19:30,20:45,1h 15m,0,No info,3625,75,12,5,Sunday,19
Multiple carriers,2019-06-03,Delhi,Cochin,DEL → BOM → COK,11:40,19:15,7h 35m,1,No info,9001,455,3,6,Monday,11
Air India,2019-05-27,Kolkata,Banglore,CCU → BLR,20:45,23:20,2h 35m,0,No info,4145,155,27,5,Monday,20
Jet Airways,2019-05-09,Delhi,Cochin,DEL → BHO → BOM → COK,05:30,12:35,7h 5m,2,In-flight meal not included,15544,425,9,5,Thursday,5
SpiceJet,2019-06-15,Mumbai,Hyderabad,BOM → HYD,13:15,14:45,1h 30m,0,No info,2017,90,15,6,Saturday,13
Air India,2019-05-15,Kolkata,Banglore,CCU → DEL → AMD → BLR,10:00,05:25 16 May,19h 25m,2,No info,14424,1165,15,5,Wednesday,10
GoAir,2019-06-15,Kolkata,Banglore,CCU → BLR,15:20,17:55,2h 35m,0,No info,3514,155,15,6,Saturday,15
IndiGo,2019-05-27,Delhi,Cochin,DEL → BOM → COK,18:35,01:30 28 May,6h 55m,1,No info,6628,415,27,5,Monday,18
Jet Airways,2019-06-15,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,04:25 17 Jun,29h 20m,2,No info,15339,1760,15,6,Saturday,23
Air India,2019-03-09,Banglore,New Delhi,BLR → DEL,21:10,23:55,2h 45m,0,No info,7591,165,9,3,Saturday,21
Jet Airways,2019-06-01,Delhi,Cochin,DEL → BOM → COK,11:30,04:25 02 Jun,16h 55m,1,In-flight meal not included,10262,1015,1,6,Saturday,11
Jet Airways,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,06:30,16:20,9h 50m,1,In-flight meal not included,10844,590,21,5,Tuesday,6
Air India,2019-05-18,Kolkata,Banglore,CCU → GAU → BLR,16:45,21:05 19 May,28h 20m,1,No info,7872,1700,18,5,Saturday,16
IndiGo,2019-05-15,Delhi,Cochin,DEL → COK,14:25,17:40,3h 15m,0,No info,6541,195,15,5,Wednesday,14
Air India,2019-03-15,Banglore,New Delhi,BLR → COK → DEL,06:55,23:20,16h 25m,1,No info,6987,985,15,3,Friday,6
IndiGo,2019-06-01,Banglore,Delhi,BLR → DEL,18:55,21:50,2h 55m,0,No info,4823,175,1,6,Saturday,18
Air India,2019-05-21,Banglore,Delhi,BLR → DEL,05:45,08:45,3h,0,No info,6961,180,21,5,Tuesday,5
Jet Airways,2019-06-12,Kolkata,Banglore,CCU → BOM → BLR,06:30,18:15,11h 45m,1,In-flight meal not included,9899,705,12,6,Wednesday,6
Jet Airways,2019-03-12,Banglore,New Delhi,BLR → MAA → DEL,09:45,16:00,6h 15m,1,No info,12295,375,12,3,Tuesday,9
Air India,2019-06-12,Kolkata,Banglore,CCU → BBI → HYD → BLR,09:10,11:05 13 Jun,25h 55m,2,No info,6117,1555,12,6,Wednesday,9
SpiceJet,2019-05-01,Chennai,Kolkata,MAA → CCU,09:45,12:00,2h 15m,0,No check-in baggage included,3543,135,1,5,Wednesday,9
SpiceJet,2019-05-18,Banglore,Delhi,BLR → DEL,21:10,00:05 19 May,2h 55m,0,No check-in baggage included,3919,175,18,5,Saturday,21
Air India,2019-03-15,Banglore,New Delhi,BLR → MAA → DEL,11:50,11:35 16 Mar,23h 45m,1,No info,6982,1425,15,3,Friday,11
Vistara,2019-03-24,Kolkata,Banglore,CCU → DEL → BLR,17:00,18:45 25 Mar,25h 45m,1,No info,13100,1545,24,3,Sunday,17
Jet Airways,2019-05-27,Delhi,Cochin,DEL → BOM → COK,09:00,19:00,10h,1,No info,16079,600,27,5,Monday,9
Multiple carriers,2019-03-09,Delhi,Cochin,DEL → BOM → COK,06:40,19:15,12h 35m,1,No info,13082,755,9,3,Saturday,6
Air India,2019-05-03,Banglore,Delhi,BLR → DEL,13:20,16:10,2h 50m,0,No info,6121,170,3,5,Friday,13
IndiGo,2019-06-12,Banglore,Delhi,BLR → DEL,16:55,19:55,3h,0,No info,4823,180,12,6,Wednesday,16
Jet Airways,2019-05-18,Kolkata,Banglore,CCU → BOM → BLR,18:55,04:40 19 May,9h 45m,1,No info,13941,585,18,5,Saturday,18
Jet Airways,2019-04-03,Banglore,Delhi,BLR → DEL,18:55,22:00,3h 5m,0,In-flight meal not included,4544,185,3,4,Wednesday,18
Air India,2019-04-15,Kolkata,Banglore,CCU → BLR,20:45,23:20,2h 35m,0,No info,4145,155,15,4,Monday,20
SpiceJet,2019-04-06,Banglore,Delhi,BLR → DEL,21:10,00:05 07 Apr,2h 55m,0,No check-in baggage included,3919,175,6,4,Saturday,21
Vistara,2019-06-01,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,0,No info,11982,140,1,6,Saturday,17
IndiGo,2019-06-27,Delhi,Cochin,DEL → MAA → COK,02:00,07:25,5h 25m,1,No info,5636,325,27,6,Thursday,2
Jet Airways,2019-05-12,Kolkata,Banglore,CCU → BOM → BLR,16:30,22:35,6h 5m,1,In-flight meal not included,10844,365,12,5,Sunday,16
Multiple carriers,2019-06-24,Delhi,Cochin,DEL → HYD → COK,07:05,16:10,9h 5m,1,No info,9856,545,24,6,Monday,7
IndiGo,2019-04-09,Banglore,Delhi,BLR → DEL,04:00,06:50,2h 50m,0,No info,3943,170,9,4,Tuesday,4
Air India,2019-03-03,Banglore,New Delhi,BLR → BOM → AMD → DEL,17:25,08:45 07 Mar,15h 20m,2,No info,11570,920,3,3,Sunday,17
Air Asia,2019-04-12,Kolkata,Banglore,CCU → BLR,19:55,22:25,2h 30m,0,No info,4409,150,12,4,Friday,19
Air India,2019-06-01,Delhi,Cochin,DEL → COK,14:10,17:10,3h,0,No info,6934,180,1,6,Saturday,14
Jet Airways,2019-03-12,Banglore,New Delhi,BLR → BOM → DEL,22:55,10:25 13 Mar,11h 30m,1,No info,13817,690,12,3,Tuesday,22
Jet Airways,2019-05-09,Kolkata,Banglore,CCU → DEL → BLR,09:35,09:45 10 May,24h 10m,1,No info,12121,1450,9,5,Thursday,9
IndiGo,2019-06-18,Kolkata,Banglore,CCU → BLR,17:15,19:50,2h 35m,0,No info,4804,155,18,6,Tuesday,17
Jet Airways,2019-06-12,Banglore,Delhi,BLR → DEL,08:20,11:20,3h,0,In-flight meal not included,5769,180,12,6,Wednesday,8
SpiceJet,2019-05-18,Kolkata,Banglore,CCU → BLR,14:55,17:25,2h 30m,0,No info,4174,150,18,5,Saturday,14
SpiceJet,2019-03-24,Banglore,New Delhi,BLR → DEL,09:35,12:30,2h 55m,0,No info,6309,175,24,3,Sunday,9
SpiceJet,2019-05-18,Mumbai,Hyderabad,BOM → HYD,05:45,07:15,1h 30m,0,No check-in baggage included,1965,90,18,5,Saturday,5
Multiple carriers,2019-05-27,Delhi,Cochin,DEL → BOM → COK,07:05,21:00,13h 55m,1,In-flight meal not included,10406,835,27,5,Monday,7
Air India,2019-05-12,Kolkata,Banglore,CCU → BBI → BLR,09:10,13:15,4h 5m,1,No info,8996,245,12,5,Sunday,9
Jet Airways,2019-05-01,Kolkata,Banglore,CCU → BOM → BLR,08:25,18:15,9h 50m,1,In-flight meal not included,10844,590,1,5,Wednesday,8
Multiple carriers,2019-06-27,Delhi,Cochin,DEL → BOM → COK,18:15,01:30 28 Jun,7h 15m,1,No info,13377,435,27,6,Thursday,18
SpiceJet,2019-05-01,Kolkata,Banglore,CCU → KNU → BLR,11:35,18:50,7h 15m,1,No info,8479,435,1,5,Wednesday,11
GoAir,2019-03-24,Banglore,New Delhi,BLR → DEL,20:55,23:50,2h 55m,0,No info,5706,175,24,3,Sunday,20
Jet Airways,2019-03-18,Banglore,New Delhi,BLR → BOM → DEL,11:40,08:15 16 Mar,20h 35m,1,No info,12284,1235,18,3,Monday,11
Jet Airways,2019-04-24,Banglore,Delhi,BLR → DEL,08:20,11:20,3h,0,In-flight meal not included,4544,180,24,4,Wednesday,8
Jet Airways,2019-03-27,Delhi,Cochin,DEL → BOM → COK,11:30,18:50,7h 20m,1,In-flight meal not included,6017,440,27,3,Wednesday,11
Jet Airways,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,08:25,16:20,7h 55m,1,No info,14781,475,21,5,Tuesday,8
Air India,2019-06-06,Delhi,Cochin,DEL → JDH → BOM → COK,12:55,19:15 07 Jun,30h 20m,2,No info,12646,1820,6,6,Thursday,12
IndiGo,2019-06-09,Chennai,Kolkata,MAA → CCU,11:35,14:00,2h 25m,0,No info,3858,145,9,6,Sunday,11
SpiceJet,2019-04-01,Delhi,Cochin,DEL → BLR → COK,17:55,22:50,4h 55m,1,No info,4957,295,1,4,Monday,17
Jet Airways,2019-06-24,Delhi,Cochin,DEL → BOM → COK,17:30,12:35 25 Jun,19h 5m,1,In-flight meal not included,10262,1145,24,6,Monday,17
Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,19:45,23:25 25 Mar,27h 40m,1,In-flight meal not included,10031,1660,24,3,Sunday,19
Jet Airways,2019-05-12,Kolkata,Banglore,CCU → BOM → BLR,18:55,09:20 13 May,14h 25m,1,No info,14388,865,12,5,Sunday,18
Jet Airways,2019-05-15,Kolkata,Banglore,CCU → BOM → BLR,18:55,22:35 16 May,27h 40m,1,In-flight meal not included,10844,1660,15,5,Wednesday,18
Jet Airways,2019-03-27,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,19:45 28 Mar,24h 35m,2,In-flight meal not included,8882,1475,27,3,Wednesday,19
Air India,2019-06-06,Kolkata,Banglore,CCU → BOM → BLR,09:25,18:30,9h 5m,1,No info,8366,545,6,6,Thursday,9
IndiGo,2019-06-01,Delhi,Cochin,DEL → COK,14:25,17:40,3h 15m,0,No info,6015,195,1,6,Saturday,14
Jet Airways,2019-03-06,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,18:50 08 Mar,47h 40m,2,No info,20694,2860,6,3,Wednesday,19
Jet Airways,2019-03-03,Delhi,Cochin,DEL → BOM → COK,07:05,18:50,11h 45m,1,No info,17024,705,3,3,Sunday,7
Multiple carriers,2019-03-01,Delhi,Cochin,DEL → HYD → COK,14:35,22:20,7h 45m,1,No info,14762,465,1,3,Friday,14
Air India,2019-05-01,Mumbai,Hyderabad,BOM → HYD,06:20,07:40,1h 20m,0,No info,3625,80,1,5,Wednesday,6
IndiGo,2019-03-18,Mumbai,Hyderabad,BOM → HYD,20:05,21:35,1h 30m,0,No info,2227,90,18,3,Monday,20
IndiGo,2019-04-24,Kolkata,Banglore,CCU → BLR,09:35,12:20,2h 45m,0,No info,4804,165,24,4,Wednesday,9
Jet Airways,2019-06-09,Mumbai,Hyderabad,BOM → HYD,02:55,04:20,1h 25m,0,No info,5678,85,9,6,Sunday,2
Jet Airways,2019-03-24,Mumbai,Hyderabad,BOM → HYD,07:10,08:35,1h 25m,0,In-flight meal not included,2470,85,24,3,Sunday,7
Jet Airways,2019-03-18,Banglore,New Delhi,BLR → BOM → DEL,11:40,18:25,6h 45m,1,No info,12284,405,18,3,Monday,11
IndiGo,2019-06-12,Banglore,Delhi,BLR → DEL,22:10,01:00 13 Jun,2h 50m,0,No info,3419,170,12,6,Wednesday,22
Jet Airways,2019-03-21,Delhi,Cochin,DEL → BOM → COK,15:00,04:25 22 Mar,13h 25m,1,No info,12767,805,21,3,Thursday,15
Vistara,2019-05-18,Banglore,Delhi,BLR → DEL,21:00,23:50,2h 50m,0,No info,4668,170,18,5,Saturday,21
